Date,Heure,kWh,AvgTemp,Season,Screens Plug
2020-03-22,14,1.32,-5,Spring,No
2020-03-22,15,1.43,-4,Spring,No
2020-03-22,16,2.35,-4,Spring,No
2020-03-22,17,2.54,-5,Spring,No
2020-03-22,18,6.2,-7,Spring,No
2020-03-22,19,2.84,-9,Spring,No
2020-03-22,20,1.99,-10,Spring,No
2020-03-22,21,1.1,-10,Spring,No
2020-03-22,22,0.81,-11,Spring,No
2020-03-22,23,0.58,-12,Spring,No
2020-03-23,00,0.51,-12,Spring,No
2020-03-23,01,0.9,-13,Spring,No
2020-03-23,02,0.58,-13,Spring,No
2020-03-23,03,0.68,-14,Spring,No
2020-03-23,04,0.94,-13,Spring,No
2020-03-23,05,0.98,-13,Spring,No
2020-03-23,06,1.12,-11,Spring,No
2020-03-23,07,1.89,-10,Spring,No
2020-03-23,08,1.86,-6,Spring,No
2020-03-23,09,1.63,-3,Spring,No
2020-03-23,10,2.55,-2,Spring,No
2020-03-23,11,1.94,-2,Spring,No
2020-03-23,12,1.27,-1,Spring,No
2020-03-23,13,2.27,0,Spring,No
2020-03-23,14,1.27,1,Spring,No
2020-03-23,15,1.61,1,Spring,No
2020-03-23,16,1.3,1,Spring,No
2020-03-23,17,2.66,0,Spring,No
2020-03-23,18,3.46,-1,Spring,No
2020-03-23,19,2.42,-1,Spring,No
2020-03-23,20,2.19,-1,Spring,No
2020-03-23,21,1.23,-1,Spring,No
2020-03-23,22,1.6,-1,Spring,No
2020-03-23,23,1.22,-2,Spring,No
2020-03-24,00,1.12,-2,Spring,No
2020-03-24,01,0.83,-2,Spring,No
2020-03-24,02,0.92,-2,Spring,No
2020-03-24,03,0.91,-2,Spring,No
2020-03-24,04,1.06,-2,Spring,No
2020-03-24,05,0.84,-2,Spring,No
2020-03-24,06,0.89,-2,Spring,No
2020-03-24,07,0.84,-1,Spring,No
2020-03-24,08,1.2,0,Spring,No
2020-03-24,09,1.12,2,Spring,No
2020-03-24,10,1.5,3,Spring,No
2020-03-24,11,1.91,3,Spring,No
2020-03-24,12,4.61,3,Spring,No
2020-03-24,13,4.68,3,Spring,No
2020-03-24,14,2.21,5,Spring,No
2020-03-24,15,2.89,5,Spring,No
2020-03-24,16,1.71,5,Spring,No
2020-03-24,17,4.24,4,Spring,No
2020-03-24,18,6.65,2,Spring,No
2020-03-24,19,8.28,1,Spring,No
2020-03-24,20,5.49,0,Spring,No
2020-03-24,21,3.58,-2,Spring,No
2020-03-24,22,0.84,-3,Spring,No
2020-03-24,23,1.06,-4,Spring,No
2020-03-25,00,0.71,-5,Spring,No
2020-03-25,01,0.73,-5,Spring,No
2020-03-25,02,0.84,-5,Spring,No
2020-03-25,03,0.47,-7,Spring,No
2020-03-25,04,0.53,-5,Spring,No
2020-03-25,05,0.8,-6,Spring,No
2020-03-25,06,0.53,-4,Spring,No
2020-03-25,07,0.96,-3,Spring,No
2020-03-25,08,1.08,-1,Spring,No
2020-03-25,09,1.45,2,Spring,No
2020-03-25,10,1.67,2,Spring,No
2020-03-25,11,2.1,4,Spring,No
2020-03-25,12,4.38,6,Spring,No
2020-03-25,13,2.85,6,Spring,No
2020-03-25,14,1.64,5,Spring,No
2020-03-25,15,2.78,5,Spring,No
2020-03-25,16,3.78,5,Spring,No
2020-03-25,17,1.71,4,Spring,No
2020-03-25,18,3.91,3,Spring,No
2020-03-25,19,6.59,2,Spring,No
2020-03-25,20,3.19,0,Spring,No
2020-03-25,21,0.68,-1,Spring,No
2020-03-25,22,0.89,-2,Spring,No
2020-03-25,23,0.48,-1,Spring,No
2020-03-28,00,0.38,-2,Spring,No
2020-03-28,01,0.5,-4,Spring,No
2020-03-28,02,0.3,-3,Spring,No
2020-03-28,03,0.25,-4,Spring,No
2020-03-28,04,0.51,-6,Spring,No
2020-03-28,05,0.31,-6,Spring,No
2020-03-28,06,0.22,-4,Spring,No
2020-03-28,07,0.62,-2,Spring,No
2020-03-28,08,0.53,1,Spring,No
2020-03-28,09,0.71,2,Spring,No
2020-03-28,10,1.55,3,Spring,No
2020-03-28,11,2.13,4,Spring,No
2020-03-28,12,2.94,5,Spring,No
2020-03-28,13,2.23,5,Spring,No
2020-03-28,14,2.12,5,Spring,No
2020-03-28,15,1.22,5,Spring,No
2020-03-28,16,1.43,4,Spring,No
2020-03-28,17,1.12,5,Spring,No
2020-03-28,18,3.19,2,Spring,No
2020-03-28,19,2.03,0,Spring,No
2020-03-28,20,1.65,-1,Spring,No
2020-03-28,21,1.14,1,Spring,No
2020-03-28,22,1.45,0,Spring,No
2020-03-28,23,1.35,0,Spring,No
2020-03-29,00,0.71,0,Spring,No
2020-03-29,01,0.42,-1,Spring,No
2020-03-29,02,0.3,0,Spring,No
2020-03-29,03,0.57,-1,Spring,No
2020-03-29,04,0.33,-1,Spring,No
2020-03-29,05,0.24,-2,Spring,No
2020-03-29,06,0.32,0,Spring,No
2020-03-29,07,0.61,1,Spring,No
2020-03-29,08,0.35,3,Spring,No
2020-03-29,09,1.14,4,Spring,No
2020-03-29,10,2.8,4,Spring,No
2020-03-29,11,2.44,4,Spring,No
2020-03-29,12,2.24,4,Spring,No
2020-03-29,13,1.52,4,Spring,No
2020-03-29,14,2.26,4,Spring,No
2020-03-29,15,3.88,4,Spring,No
2020-03-29,16,3.3,3,Spring,No
2020-03-29,17,3.12,3,Spring,No
2020-03-29,18,2.64,0,Spring,No
2020-03-29,19,1.42,0,Spring,No
2020-03-29,20,1.84,0,Spring,No
2020-03-29,21,1.38,0,Spring,No
2020-03-29,22,0.85,0,Spring,No
2020-03-29,23,0.66,0,Spring,No
2020-03-30,00,0.48,0,Spring,No
2020-03-30,01,0.43,0,Spring,No
2020-03-30,02,0.41,0,Spring,No
2020-03-30,03,0.83,0,Spring,No
2020-03-30,04,0.4,1,Spring,No
2020-03-30,05,0.38,0,Spring,No
2020-03-30,06,0.5,1,Spring,No
2020-03-30,07,0.66,1,Spring,No
2020-03-30,08,1.07,1,Spring,No
2020-03-30,09,0.96,1,Spring,No
2020-03-30,10,1.48,1,Spring,No
2020-03-30,11,1.26,1,Spring,No
2020-03-30,12,2.77,1,Spring,No
2020-03-30,13,3.15,1,Spring,No
2020-03-30,14,2.87,1,Spring,No
2020-03-30,15,1.35,1,Spring,No
2020-03-30,16,1.39,1,Spring,No
2020-03-30,17,2.64,1,Spring,No
2020-03-30,18,2.4,1,Spring,No
2020-03-30,19,4.76,1,Spring,No
2020-03-30,20,4.72,1,Spring,No
2020-03-30,21,0.79,1,Spring,No
2020-03-30,22,2.39,1,Spring,No
2020-03-30,23,2.17,1,Spring,No
2020-03-31,00,1.35,0,Spring,No
2020-03-31,01,0.71,0,Spring,No
2020-03-31,02,1.1,0,Spring,No
2020-03-31,03,1.14,0,Spring,No
2020-03-31,04,1.02,-1,Spring,No
2020-03-31,05,1.18,-1,Spring,No
2020-03-31,06,1.07,-1,Spring,No
2020-03-31,07,1.11,1,Spring,No
2020-03-31,08,0.83,2,Spring,No
2020-03-31,09,1.25,2,Spring,No
2020-03-31,10,2.53,3,Spring,No
2020-03-31,11,1.31,3,Spring,No
2020-03-31,12,2.46,4,Spring,No
2020-03-31,13,5.2,4,Spring,No
2020-03-31,14,3.98,5,Spring,No
2020-03-31,15,2.99,4,Spring,No
2020-03-31,16,1.44,4,Spring,No
2020-03-31,17,2.28,3,Spring,No
2020-03-31,18,3.38,2,Spring,No
2020-03-31,19,2.46,1,Spring,No
2020-03-31,20,2.21,1,Spring,No
2020-03-31,21,2.17,1,Spring,No
2020-03-31,22,0.96,1,Spring,No
2020-03-31,23,0.86,1,Spring,No
2020-04-01,00,0.42,1,Spring,No
2020-04-01,01,0.41,1,Spring,No
2020-04-01,02,0.75,1,Spring,No
2020-04-01,03,0.45,1,Spring,No
2020-04-01,04,0.41,1,Spring,No
2020-04-01,05,0.66,1,Spring,No
2020-04-01,06,0.49,1,Spring,No
2020-04-01,07,0.81,1,Spring,No
2020-04-01,08,0.84,2,Spring,No
2020-04-01,09,1.53,2,Spring,No
2020-04-01,10,3.07,2,Spring,No
2020-04-01,11,1.38,2,Spring,No
2020-04-01,12,1.68,2,Spring,No
2020-04-01,13,5.35,3,Spring,No
2020-04-01,14,2.16,2,Spring,No
2020-04-01,15,1.23,2,Spring,No
2020-04-01,16,1.82,2,Spring,No
2020-04-01,17,2.56,1,Spring,No
2020-04-01,18,1.92,1,Spring,No
2020-04-01,19,1.97,1,Spring,No
2020-04-01,20,2.4,1,Spring,No
2020-04-01,21,2.51,1,Spring,No
2020-04-01,22,1.45,1,Spring,No
2020-04-01,23,1.21,1,Spring,No
2020-04-02,00,0.77,1,Spring,No
2020-04-02,01,0.58,0,Spring,No
2020-04-02,02,0.84,0,Spring,No
2020-04-02,03,0.37,0,Spring,No
2020-04-02,04,0.35,0,Spring,No
2020-04-02,05,0.53,0,Spring,No
2020-04-02,06,0.86,0,Spring,No
2020-04-02,07,0.73,0,Spring,No
2020-04-02,08,0.86,1,Spring,No
2020-04-02,09,1.44,1,Spring,No
2020-04-02,10,1.24,1,Spring,No
2020-04-02,11,1.46,2,Spring,No
2020-04-02,12,1.66,3,Spring,No
2020-04-02,13,2.46,3,Spring,No
2020-04-02,14,1.58,3,Spring,No
2020-04-02,15,1.52,3,Spring,No
2020-04-02,16,3.07,3,Spring,No
2020-04-02,17,5.88,3,Spring,No
2020-04-02,18,4.23,3,Spring,No
2020-04-02,19,3.37,3,Spring,No
2020-04-02,20,2.15,3,Spring,No
2020-04-02,21,1.49,3,Spring,No
2020-04-02,22,0.99,4,Spring,No
2020-04-02,23,0.5,4,Spring,No
2020-04-03,00,0.79,5,Spring,No
2020-04-03,01,0.48,5,Spring,No
2020-04-03,02,0.39,5,Spring,No
2020-04-03,03,0.68,6,Spring,No
2020-04-03,04,0.49,5,Spring,No
2020-04-03,05,0.43,5,Spring,No
2020-04-03,06,0.38,5,Spring,No
2020-04-03,07,0.79,5,Spring,No
2020-04-03,08,1.34,5,Spring,No
2020-04-03,09,0.97,6,Spring,No
2020-04-03,10,1.22,6,Spring,No
2020-04-03,11,1.2,7,Spring,No
2020-04-03,12,2.94,7,Spring,No
2020-04-03,13,1.75,6,Spring,No
2020-04-03,14,2.05,5,Spring,No
2020-04-03,15,2.77,5,Spring,No
2020-04-03,16,1.2,4,Spring,No
2020-04-03,17,1.42,3,Spring,No
2020-04-03,18,1.25,3,Spring,No
2020-04-03,19,3.02,2,Spring,No
2020-04-03,20,2.71,2,Spring,No
2020-04-03,21,2.15,2,Spring,No
2020-04-03,22,0.82,2,Spring,No
2020-04-03,23,1.17,1,Spring,No
2020-04-04,00,0.68,1,Spring,No
2020-04-04,01,2.4,1,Spring,No
2020-04-04,02,3.12,2,Spring,No
2020-04-04,03,0.6,1,Spring,No
2020-04-04,04,0.61,2,Spring,No
2020-04-04,05,0.34,2,Spring,No
2020-04-04,06,0.34,2,Spring,No
2020-04-04,07,0.67,3,Spring,No
2020-04-04,08,0.28,3,Spring,No
2020-04-04,09,0.55,4,Spring,No
2020-04-04,10,1.25,4,Spring,No
2020-04-04,11,1.38,5,Spring,No
2020-04-04,12,3.55,6,Spring,No
2020-04-04,13,4.49,7,Spring,No
2020-04-04,14,2.36,7,Spring,No
2020-04-04,15,1.78,7,Spring,No
2020-04-04,16,1.43,6,Spring,No
2020-04-04,17,1.98,3,Spring,No
2020-04-04,18,3.48,3,Spring,No
2020-04-04,19,2.63,3,Spring,No
2020-04-04,20,1.82,1,Spring,No
2020-04-04,21,1.61,1,Spring,No
2020-04-04,22,1.77,-1,Spring,No
2020-04-04,23,1.38,1,Spring,No
2020-04-05,00,0.89,0,Spring,No
2020-04-05,01,0.36,1,Spring,No
2020-04-05,02,0.68,0,Spring,No
2020-04-05,03,0.32,-1,Spring,No
2020-04-05,04,0.4,0,Spring,No
2020-04-05,05,0.58,1,Spring,No
2020-04-05,06,0.36,2,Spring,No
2020-04-05,07,0.4,3,Spring,No
2020-04-05,08,0.78,4,Spring,No
2020-04-05,09,1.46,5,Spring,No
2020-04-05,10,1.51,7,Spring,No
2020-04-05,11,1.53,6,Spring,No
2020-04-05,12,2.33,8,Spring,No
2020-04-05,13,1.58,7,Spring,No
2020-04-05,14,1.7,6,Spring,No
2020-04-05,15,1.74,5,Spring,No
2020-04-05,16,3,4,Spring,No
2020-04-05,17,5.03,4,Spring,No
2020-04-05,18,1.92,4,Spring,No
2020-04-05,19,2.44,4,Spring,No
2020-04-05,20,1.09,4,Spring,No
2020-04-05,21,1.07,3,Spring,No
2020-04-05,22,0.47,2,Spring,No
2020-04-05,23,0.85,1,Spring,No
2020-04-06,00,0.44,0,Spring,No
2020-04-06,01,0.35,0,Spring,No
2020-04-06,02,0.25,-1,Spring,No
2020-04-06,03,0.59,-1,Spring,No
2020-04-06,04,0.24,-2,Spring,No
2020-04-06,05,0.3,-1,Spring,No
2020-04-06,06,0.22,0,Spring,No
2020-04-06,07,1.05,1,Spring,No
2020-04-06,08,0.85,2,Spring,No
2020-04-06,09,0.81,3,Spring,No
2020-04-06,10,1.5,4,Spring,No
2020-04-06,11,1.47,5,Spring,No
2020-04-06,12,2.25,6,Spring,No
2020-04-06,13,3.24,6,Spring,No
2020-04-06,14,1.14,7,Spring,No
2020-04-06,15,1.88,8,Spring,No
2020-04-06,16,3.71,8,Spring,No
2020-04-06,17,1.97,8,Spring,No
2020-04-06,18,1.99,6,Spring,No
2020-04-06,19,0.92,4,Spring,No
2020-04-06,20,,3,Spring,No
2020-04-06,21,,1,Spring,No
2020-04-06,22,,0,Spring,No
2020-04-06,23,0.4,0,Spring,No
2020-04-07,00,0.57,-2,Spring,No
2020-04-07,01,0.71,-3,Spring,No
2020-04-07,02,0.49,-3,Spring,No
2020-04-07,03,0.35,-3,Spring,No
2020-04-07,04,0.69,-2,Spring,No
2020-04-07,05,0.38,-2,Spring,No
2020-04-07,06,0.38,-1,Spring,No
2020-04-07,07,0.92,0,Spring,No
2020-04-07,08,1.23,1,Spring,No
2020-04-07,09,1.29,2,Spring,No
2020-04-07,10,1.05,2,Spring,No
2020-04-07,11,1.45,3,Spring,No
2020-04-07,12,1.97,3,Spring,No
2020-04-07,13,2.56,4,Spring,No
2020-04-07,14,2.37,4,Spring,No
2020-04-07,15,1.34,4,Spring,No
2020-04-07,16,3.15,4,Spring,No
2020-04-07,17,2.17,5,Spring,No
2020-04-07,18,2.48,3,Spring,No
2020-04-07,19,2.27,1,Spring,No
2020-04-07,20,,0,Spring,No
2020-04-07,21,,-1,Spring,No
2020-04-07,22,,-2,Spring,No
2020-04-07,23,0.19,-2,Spring,No
2020-04-08,00,0.6,-2,Spring,No
2020-04-08,01,0.35,-3,Spring,No
2020-04-08,02,0.32,-3,Spring,No
2020-04-08,03,0.67,-3,Spring,No
2020-04-08,04,0.25,-4,Spring,No
2020-04-08,05,0.35,-3,Spring,No
2020-04-08,06,0.35,-2,Spring,No
2020-04-08,07,1.12,0,Spring,No
2020-04-08,08,1.6,1,Spring,No
2020-04-08,09,1.1,2,Spring,No
2020-04-08,10,1.59,2,Spring,No
2020-04-08,11,2.41,2,Spring,No
2020-04-08,12,4.82,3,Spring,No
2020-04-08,13,4.72,3,Spring,No
2020-04-08,14,1.39,3,Spring,No
2020-04-08,15,1.14,3,Spring,No
2020-04-08,16,2.82,2,Spring,No
2020-04-08,17,3.06,2,Spring,No
2020-04-08,18,3.11,1,Spring,No
2020-04-08,19,1.43,1,Spring,No
2020-04-08,20,4.25,0,Spring,No
2020-04-08,21,0.86,0,Spring,No
2020-04-08,22,0.38,0,Spring,No
2020-04-08,23,0.29,-1,Spring,No
2020-04-09,00,0.68,-1,Spring,No
2020-04-09,01,0.24,-1,Spring,No
2020-04-09,02,0.35,-1,Spring,No
2020-04-09,03,0.26,0,Spring,No
2020-04-09,04,0.69,-1,Spring,No
2020-04-09,05,0.28,0,Spring,No
2020-04-09,06,0.42,0,Spring,No
2020-04-09,07,0.67,1,Spring,No
2020-04-09,08,0.95,2,Spring,No
2020-04-09,09,1.27,2,Spring,No
2020-04-09,10,0.86,2,Spring,No
2020-04-09,11,1.45,2,Spring,No
2020-04-09,12,1.24,0,Spring,No
2020-04-09,13,1.86,0,Spring,No
2020-04-09,14,1.91,0,Spring,No
2020-04-09,15,1.65,0,Spring,No
2020-04-09,16,1.67,0,Spring,No
2020-04-09,17,4.38,0,Spring,No
2020-04-09,18,5.55,1,Spring,No
2020-04-09,19,3.01,0,Spring,No
2020-04-09,20,2.37,0,Spring,No
2020-04-09,21,1.44,0,Spring,No
2020-04-09,22,1.3,0,Spring,No
2020-04-09,23,1.5,0,Spring,No
2020-04-10,00,1.12,1,Spring,No
2020-04-10,01,0.42,0,Spring,No
2020-04-10,02,0.3,0,Spring,No
2020-04-10,03,0.56,1,Spring,No
2020-04-10,04,0.26,1,Spring,No
2020-04-10,05,0.3,1,Spring,No
2020-04-10,06,0.2,1,Spring,No
2020-04-10,07,0.68,1,Spring,No
2020-04-10,08,0.86,2,Spring,No
2020-04-10,09,1.68,2,Spring,No
2020-04-10,10,2.84,3,Spring,No
2020-04-10,11,1.83,4,Spring,No
2020-04-10,12,1.58,4,Spring,No
2020-04-10,13,0.96,5,Spring,No
2020-04-10,14,1.29,4,Spring,No
2020-04-10,15,0.91,5,Spring,No
2020-04-10,16,1.28,2,Spring,No
2020-04-10,17,1.76,1,Spring,No
2020-04-10,18,1.85,0,Spring,No
2020-04-10,19,3.85,2,Spring,No
2020-04-10,20,3.88,2,Spring,No
2020-04-10,21,1.53,2,Spring,No
2020-04-10,22,1.59,4,Spring,No
2020-04-10,23,0.75,3,Spring,No
2020-04-11,00,0.78,3,Spring,No
2020-04-11,01,0.42,2,Spring,No
2020-04-11,02,0.45,0,Spring,No
2020-04-11,03,0.73,-1,Spring,No
2020-04-11,04,0.42,0,Spring,No
2020-04-11,05,0.43,0,Spring,No
2020-04-11,06,0.71,1,Spring,No
2020-04-11,07,0.47,3,Spring,No
2020-04-11,08,0.58,2,Spring,No
2020-04-11,09,1.29,2,Spring,No
2020-04-11,10,0.95,4,Spring,No
2020-04-11,11,3.79,3,Spring,No
2020-04-11,12,3.29,3,Spring,No
2020-04-11,13,2.92,5,Spring,No
2020-04-11,14,3.23,4,Spring,No
2020-04-11,15,4.6,3,Spring,No
2020-04-11,16,2.28,4,Spring,No
2020-04-11,17,4.86,3,Spring,No
2020-04-11,18,2.1,4,Spring,No
2020-04-11,19,1.62,3,Spring,No
2020-04-11,20,2.63,2,Spring,No
2020-04-11,21,3.59,2,Spring,No
2020-04-11,22,1.17,1,Spring,No
2020-04-11,23,0.46,0,Spring,No
2020-04-12,00,0.62,-1,Spring,No
2020-04-12,01,0.52,-2,Spring,No
2020-04-12,02,0.45,-3,Spring,No
2020-04-12,03,0.45,-4,Spring,No
2020-04-12,04,0.74,-5,Spring,No
2020-04-12,05,0.48,-3,Spring,No
2020-04-12,06,0.37,0,Spring,No
2020-04-12,07,0.59,1,Spring,No
2020-04-12,08,0.88,3,Spring,No
2020-04-12,09,0.88,4,Spring,No
2020-04-12,10,1.32,6,Spring,No
2020-04-12,11,2.3,7,Spring,No
2020-04-12,12,1,7,Spring,No
2020-04-12,13,1.95,8,Spring,No
2020-04-12,14,2.53,10,Spring,No
2020-04-12,15,1.3,9,Spring,No
2020-04-12,16,1.35,9,Spring,No
2020-04-12,17,1.2,9,Spring,No
2020-04-12,18,1.68,8,Spring,No
2020-04-12,19,2.85,6,Spring,No
2020-04-12,20,1.89,7,Spring,No
2020-04-12,21,0.62,4,Spring,No
2020-04-12,22,0.73,3,Spring,No
2020-04-12,23,0.36,5,Spring,No
2020-04-13,00,0.42,5,Spring,No
2020-04-13,01,0.66,4,Spring,No
2020-04-13,02,0.41,4,Spring,No
2020-04-13,03,0.35,4,Spring,No
2020-04-13,04,0.36,4,Spring,No
2020-04-13,05,0.63,4,Spring,No
2020-04-13,06,0.39,5,Spring,No
2020-04-13,07,0.93,5,Spring,No
2020-04-13,08,1.6,5,Spring,No
2020-04-13,09,2.62,5,Spring,No
2020-04-13,10,3.92,4,Spring,No
2020-04-13,11,2.27,5,Spring,No
2020-04-13,12,2.56,6,Spring,No
2020-04-13,13,4.3,6,Spring,No
2020-04-13,14,2.35,6,Spring,No
2020-04-13,15,1.81,6,Spring,No
2020-04-13,16,5.31,6,Spring,No
2020-04-13,17,4.44,6,Spring,No
2020-04-13,18,2.99,6,Spring,No
2020-04-13,19,5.01,6,Spring,No
2020-04-13,20,4.95,6,Spring,No
2020-04-13,21,0.97,6,Spring,No
2020-04-13,22,0.84,10,Spring,No
2020-04-13,23,0.35,7,Spring,No
2020-04-14,00,0.39,5,Spring,No
2020-04-14,01,0.67,4,Spring,No
2020-04-14,02,0.32,4,Spring,No
2020-04-14,03,0.39,3,Spring,No
2020-04-14,04,0.58,3,Spring,No
2020-04-14,05,0.36,3,Spring,No
2020-04-14,06,0.33,3,Spring,No
2020-04-14,07,0.65,3,Spring,No
2020-04-14,08,1.26,3,Spring,No
2020-04-14,09,2,4,Spring,No
2020-04-14,10,3.66,5,Spring,No
2020-04-14,11,2.95,5,Spring,No
2020-04-14,12,1.82,6,Spring,No
2020-04-14,13,2.87,5,Spring,No
2020-04-14,14,2.52,6,Spring,No
2020-04-14,15,1.32,6,Spring,No
2020-04-14,16,1.43,5,Spring,No
2020-04-14,17,2.28,4,Spring,No
2020-04-14,18,3.71,3,Spring,No
2020-04-14,19,3.76,1,Spring,No
2020-04-14,20,1.32,1,Spring,No
2020-04-14,21,1.31,1,Spring,No
2020-04-14,22,0.76,0,Spring,No
2020-04-14,23,0.87,1,Spring,No
2020-04-15,00,0.51,0,Spring,No
2020-04-15,01,0.66,-1,Spring,No
2020-04-15,02,0.88,-2,Spring,No
2020-04-15,03,0.71,-1,Spring,No
2020-04-15,04,0.6,1,Spring,No
2020-04-15,05,0.62,1,Spring,No
2020-04-15,06,0.81,2,Spring,No
2020-04-15,07,0.87,2,Spring,No
2020-04-15,08,0.91,0,Spring,No
2020-04-15,09,1.25,2,Spring,No
2020-04-15,10,2.7,1,Spring,No
2020-04-15,11,2.77,4,Spring,No
2020-04-15,12,1.52,4,Spring,No
2020-04-15,13,1.62,4,Spring,No
2020-04-15,14,1.28,4,Spring,No
2020-04-15,15,1.55,1,Spring,No
2020-04-15,16,1.77,2,Spring,No
2020-04-15,17,1.86,-1,Spring,No
2020-04-15,18,2.78,-1,Spring,No
2020-04-15,19,2.35,-1,Spring,No
2020-04-15,20,1.36,-3,Spring,No
2020-04-15,21,1.13,-3,Spring,No
2020-04-15,22,0.76,-4,Spring,No
2020-04-15,23,0.93,-4,Spring,No
2020-04-16,00,0.52,-5,Spring,No
2020-04-16,01,0.42,-5,Spring,No
2020-04-16,02,0.76,-6,Spring,No
2020-04-16,03,0.4,-5,Spring,No
2020-04-16,04,0.48,-6,Spring,No
2020-04-16,05,0.41,-4,Spring,No
2020-04-16,06,0.73,-3,Spring,No
2020-04-16,07,1.02,-2,Spring,No
2020-04-16,08,1.04,0,Spring,No
2020-04-16,09,1.43,1,Spring,No
2020-04-16,10,1.27,1,Spring,No
2020-04-16,11,1.21,3,Spring,No
2020-04-16,12,1.68,3,Spring,No
2020-04-16,13,2.8,2,Spring,No
2020-04-16,14,2.25,2,Spring,No
2020-04-16,15,4.69,2,Spring,No
2020-04-16,16,3.41,0,Spring,No
2020-04-16,17,3.85,0,Spring,No
2020-04-16,18,2.85,-1,Spring,No
2020-04-16,19,3.39,-1,Spring,No
2020-04-16,20,4.56,-2,Spring,No
2020-04-16,21,1.32,-2,Spring,No
2020-04-16,22,1.4,-3,Spring,No
2020-04-16,23,0.71,-2,Spring,No
2020-04-17,00,0.9,-3,Spring,No
2020-04-17,01,0.47,-3,Spring,No
2020-04-17,02,0.51,-4,Spring,No
2020-04-17,03,0.45,-4,Spring,No
2020-04-17,04,0.81,-4,Spring,No
2020-04-17,05,0.55,-3,Spring,No
2020-04-17,06,0.73,-1,Spring,No
2020-04-17,07,0.86,0,Spring,No
2020-04-17,08,1.34,2,Spring,No
2020-04-17,09,1.99,0,Spring,No
2020-04-17,10,4.68,2,Spring,No
2020-04-17,11,4.57,2,Spring,No
2020-04-17,12,3.67,2,Spring,No
2020-04-17,13,2.34,2,Spring,No
2020-04-17,14,1.22,2,Spring,No
2020-04-17,15,1.45,3,Spring,No
2020-04-17,16,1.32,2,Spring,No
2020-04-17,17,1.61,2,Spring,No
2020-04-17,18,2.1,0,Spring,No
2020-04-17,19,2.35,0,Spring,No
2020-04-17,20,2.13,-2,Spring,No
2020-04-17,21,1.42,-4,Spring,No
2020-04-17,22,1.47,-4,Spring,No
2020-04-17,23,1.22,-4,Spring,No
2020-04-18,00,0.56,-4,Spring,No
2020-04-18,01,0.76,-4,Spring,No
2020-04-18,02,0.44,-6,Spring,No
2020-04-18,03,0.5,-6,Spring,No
2020-04-18,04,0.76,-6,Spring,No
2020-04-18,05,0.51,-5,Spring,No
2020-04-18,06,0.73,-3,Spring,No
2020-04-18,07,0.58,0,Spring,No
2020-04-18,08,0.57,2,Spring,No
2020-04-18,09,1.36,4,Spring,No
2020-04-18,10,1.7,5,Spring,No
2020-04-18,11,2.03,6,Spring,No
2020-04-18,12,4.65,7,Spring,No
2020-04-18,13,1.3,8,Spring,No
2020-04-18,14,0.93,8,Spring,No
2020-04-18,15,0.48,8,Spring,No
2020-04-18,16,0.84,7,Spring,No
2020-04-18,17,0.76,6,Spring,No
2020-04-18,18,1.06,4,Spring,No
2020-04-18,19,1.95,3,Spring,No
2020-04-18,20,1.64,0,Spring,No
2020-04-18,21,0.91,-1,Spring,No
2020-04-18,22,1.08,-2,Spring,No
2020-04-18,23,0.73,-3,Spring,No
2020-04-19,00,0.44,-2,Spring,No
2020-04-19,01,0.4,-3,Spring,No
2020-04-19,02,0.23,-3,Spring,No
2020-04-19,03,0.14,-4,Spring,No
2020-04-19,04,0.47,-4,Spring,No
2020-04-19,05,0.16,-1,Spring,No
2020-04-19,06,0.24,0,Spring,No
2020-04-19,07,0.25,3,Spring,No
2020-04-19,08,0.27,7,Spring,No
2020-04-19,09,0.89,9,Spring,No
2020-04-19,10,1.09,8,Spring,No
2020-04-19,11,1.5,8,Spring,No
2020-04-19,12,3.58,8,Spring,No
2020-04-19,13,3.41,6,Spring,No
2020-04-19,14,1.71,5,Spring,No
2020-04-19,15,3.37,5,Spring,No
2020-04-19,16,2.18,5,Spring,No
2020-04-19,17,1.12,4,Spring,No
2020-04-19,18,1.86,3,Spring,No
2020-04-19,19,1.18,4,Spring,No
2020-04-19,20,1.23,3,Spring,No
2020-04-19,21,1.43,3,Spring,No
2020-04-19,22,4.17,2,Spring,No
2020-04-19,23,6.8,1,Spring,No
2020-04-20,00,2.15,0,Spring,No
2020-04-20,01,0.42,-1,Spring,No
2020-04-20,02,0.83,-2,Spring,No
2020-04-20,03,0.54,-3,Spring,No
2020-04-20,04,0.47,-4,Spring,No
2020-04-20,05,0.83,-5,Spring,No
2020-04-20,06,0.55,-4,Spring,No
2020-04-20,07,0.65,-4,Spring,No
2020-04-20,08,1.06,-3,Spring,No
2020-04-20,09,3.33,-2,Spring,No
2020-04-20,10,3.06,0,Spring,No
2020-04-20,11,3.84,0,Spring,No
2020-04-20,12,1.7,1,Spring,No
2020-04-20,13,3.04,1,Spring,No
2020-04-20,14,2.58,2,Spring,No
2020-04-20,15,2.68,3,Spring,No
2020-04-20,16,1.05,3,Spring,No
2020-04-20,17,2.4,1,Spring,No
2020-04-20,18,2.61,0,Spring,No
2020-04-20,19,2.6,-2,Spring,No
2020-04-20,20,3.36,-2,Spring,No
2020-04-20,21,1.7,-2,Spring,No
2020-04-20,22,1.16,-2,Spring,No
2020-04-20,23,0.86,-3,Spring,No
