Date,Heure,kWh,AvgTemp,Season,Screens Plug
2019-10-15,15,0.59,11,Autumn,No
2019-10-15,16,2.48,8,Autumn,No
2019-10-15,17,2.62,7,Autumn,No
2019-10-15,18,4.84,6,Autumn,No
2019-10-15,19,2.97,6,Autumn,No
2019-10-15,20,0.91,5,Autumn,No
2019-10-15,21,0.73,4,Autumn,No
2019-10-15,22,0.36,5,Autumn,No
2019-10-15,23,0.37,5,Autumn,No
2019-10-16,00,0.58,4,Autumn,No
2019-10-16,01,0.31,4,Autumn,No
2019-10-16,02,0.35,3,Autumn,No
2019-10-16,03,0.32,3,Autumn,No
2019-10-16,04,0.62,3,Autumn,No
2019-10-16,05,1.34,1,Autumn,No
2019-10-16,06,3.81,4,Autumn,No
2019-10-16,07,0.54,7,Autumn,No
2019-10-16,08,0.8,9,Autumn,No
2019-10-16,09,0.56,10,Autumn,No
2019-10-16,10,0.47,11,Autumn,No
2019-10-16,11,0.49,12,Autumn,No
2019-10-16,12,0.72,12,Autumn,No
2019-10-16,13,0.48,13,Autumn,No
2019-10-16,14,0.45,12,Autumn,No
2019-10-16,15,0.87,12,Autumn,No
2019-10-16,16,0.59,11,Autumn,No
2019-10-16,17,1.58,12,Autumn,No
2019-10-16,18,2.05,12,Autumn,No
2019-10-16,19,1.97,11,Autumn,No
2019-10-16,20,3.89,11,Autumn,No
2019-10-16,21,0.88,10,Autumn,No
2019-10-16,22,0.19,11,Autumn,No
2019-10-16,23,0.25,10,Autumn,No
2019-10-17,00,0.54,10,Autumn,No
2019-10-17,01,0.22,9,Autumn,No
2019-10-17,02,0.18,8,Autumn,No
2019-10-17,03,0.24,8,Autumn,No
2019-10-17,04,0.55,7,Autumn,No
2019-10-17,05,0.17,6,Autumn,No
2019-10-17,06,2.72,6,Autumn,No
2019-10-17,07,1.19,7,Autumn,No
2019-10-17,08,0.64,8,Autumn,No
2019-10-17,09,0.63,9,Autumn,No
2019-10-17,10,1,7,Autumn,No
2019-10-17,11,0.64,8,Autumn,No
2019-10-17,12,0.66,9,Autumn,No
2019-10-17,13,0.68,9,Autumn,No
2019-10-17,14,0.99,10,Autumn,No
2019-10-17,15,0.66,9,Autumn,No
2019-10-17,16,1.94,9,Autumn,No
2019-10-17,17,5.76,9,Autumn,No
2019-10-17,18,5.16,8,Autumn,No
2019-10-17,19,1.84,7,Autumn,No
2019-10-17,20,1.47,7,Autumn,No
2019-10-17,21,0.78,5,Autumn,No
2019-10-17,22,0.43,5,Autumn,No
2019-10-17,23,0.77,5,Autumn,No
2019-10-18,00,0.45,5,Autumn,No
2019-10-18,01,0.43,5,Autumn,No
2019-10-18,02,0.76,6,Autumn,No
2019-10-18,03,0.46,6,Autumn,No
2019-10-18,04,0.47,5,Autumn,No
2019-10-18,05,0.37,5,Autumn,No
2019-10-18,06,2.88,6,Autumn,No
2019-10-18,07,0.69,7,Autumn,No
2019-10-18,08,0.92,9,Autumn,No
2019-10-18,09,0.52,10,Autumn,No
2019-10-18,10,0.86,10,Autumn,No
2019-10-18,11,0.45,11,Autumn,No
2019-10-18,12,0.49,11,Autumn,No
2019-10-18,13,0.52,11,Autumn,No
2019-10-18,14,1.05,11,Autumn,No
2019-10-18,15,1.48,10,Autumn,No
2019-10-18,16,0.5,9,Autumn,No
2019-10-18,17,0.96,8,Autumn,No
2019-10-18,18,0.63,7,Autumn,No
2019-10-18,19,0.73,7,Autumn,No
2019-10-18,20,0.86,7,Autumn,No
2019-10-18,21,0.66,5,Autumn,No
2019-10-18,22,0.58,5,Autumn,No
2019-10-18,23,0.56,3,Autumn,No
2019-10-19,00,0.22,4,Autumn,No
2019-10-19,01,0.23,5,Autumn,No
2019-10-19,02,0.25,3,Autumn,No
2019-10-19,03,0.6,3,Autumn,No
2019-10-19,04,0.36,2,Autumn,No
2019-10-19,05,0.36,1,Autumn,No
2019-10-19,06,0.36,2,Autumn,No
2019-10-19,07,0.27,5,Autumn,No
2019-10-19,08,1.69,7,Autumn,No
2019-10-19,09,1.09,7,Autumn,No
2019-10-19,10,1.66,8,Autumn,No
2019-10-19,11,1.84,9,Autumn,No
2019-10-19,12,1.21,9,Autumn,No
2019-10-19,13,1.25,10,Autumn,No
2019-10-19,14,0.93,9,Autumn,No
2019-10-19,15,1.26,9,Autumn,No
2019-10-19,16,2.76,7,Autumn,No
2019-10-19,17,1.35,6,Autumn,No
2019-10-19,18,2.77,5,Autumn,No
2019-10-19,19,2.24,5,Autumn,No
2019-10-19,20,1.4,2,Autumn,No
2019-10-19,21,1.76,2,Autumn,No
2019-10-19,22,1.56,1,Autumn,No
2019-10-19,23,0.88,1,Autumn,No
2019-10-20,00,0.57,0,Autumn,No
2019-10-20,01,0.24,2,Autumn,No
2019-10-20,02,0.24,-1,Autumn,No
2019-10-20,03,0.51,1,Autumn,No
2019-10-20,04,0.22,-2,Autumn,No
2019-10-20,05,0.22,-1,Autumn,No
2019-10-20,06,0.24,0,Autumn,No
2019-10-20,07,0.32,3,Autumn,No
2019-10-20,08,1.26,5,Autumn,No
2019-10-20,09,0.89,7,Autumn,No
2019-10-20,10,0.47,8,Autumn,No
2019-10-20,11,0.31,10,Autumn,No
2019-10-20,12,0.29,10,Autumn,No
2019-10-20,13,0.65,10,Autumn,No
2019-10-20,14,0.38,11,Autumn,No
2019-10-20,15,0.88,9,Autumn,No
2019-10-20,16,1.6,8,Autumn,No
2019-10-20,17,1.72,7,Autumn,No
2019-10-20,18,4.43,6,Autumn,No
2019-10-20,19,4.57,6,Autumn,No
2019-10-20,20,1.3,5,Autumn,No
2019-10-20,21,0.53,4,Autumn,No
2019-10-20,22,0.26,2,Autumn,No
2019-10-20,23,0.53,4,Autumn,No
2019-10-21,00,0.24,5,Autumn,No
2019-10-21,01,0.18,4,Autumn,No
2019-10-21,02,0.5,4,Autumn,No
2019-10-21,03,0.21,3,Autumn,No
2019-10-21,04,0.21,0,Autumn,No
2019-10-21,05,0.85,0,Autumn,No
2019-10-21,06,2.17,0,Autumn,No
2019-10-21,07,0.65,5,Autumn,No
2019-10-21,08,0.19,8,Autumn,No
2019-10-21,09,0.24,9,Autumn,No
2019-10-21,10,0.5,11,Autumn,No
2019-10-21,11,0.22,13,Autumn,No
2019-10-21,12,0.21,14,Autumn,No
2019-10-21,13,0.53,15,Autumn,No
2019-10-21,14,0.27,14,Autumn,No
2019-10-21,15,0.58,13,Autumn,No
2019-10-21,16,2.25,9,Autumn,No
2019-10-21,17,3.92,8,Autumn,No
2019-10-21,18,3.41,7,Autumn,No
2019-10-21,19,1.15,8,Autumn,No
2019-10-21,20,1.56,7,Autumn,No
2019-10-21,21,2.1,5,Autumn,No
2019-10-21,22,2.32,7,Autumn,No
2019-10-21,23,0.55,6,Autumn,No
2019-10-22,00,0.56,7,Autumn,No
2019-10-22,01,0.24,8,Autumn,No
2019-10-22,02,0.22,8,Autumn,No
2019-10-22,03,0.48,8,Autumn,No
2019-10-22,04,0.23,8,Autumn,No
2019-10-22,05,0.56,8,Autumn,No
2019-10-22,06,2.59,8,Autumn,No
2019-10-22,07,0.96,8,Autumn,No
2019-10-22,08,0.48,9,Autumn,No
2019-10-22,09,0.83,9,Autumn,No
2019-10-22,10,0.45,9,Autumn,No
2019-10-22,11,0.59,10,Autumn,No
2019-10-22,12,0.66,10,Autumn,No
2019-10-22,13,0.35,10,Autumn,No
2019-10-22,14,1.74,10,Autumn,No
2019-10-22,15,4.76,10,Autumn,No
2019-10-22,16,4.92,10,Autumn,No
2019-10-22,17,4.06,10,Autumn,No
2019-10-22,18,6.13,10,Autumn,No
2019-10-22,19,2.61,10,Autumn,No
2019-10-22,20,1.32,10,Autumn,No
2019-10-22,21,5.28,11,Autumn,No
2019-10-22,22,1.55,11,Autumn,No
2019-10-22,23,0.73,10,Autumn,No
2019-10-23,00,0.4,9,Autumn,No
2019-10-23,01,0.68,8,Autumn,No
2019-10-23,02,0.4,8,Autumn,No
2019-10-23,03,0.4,8,Autumn,No
2019-10-23,04,0.39,8,Autumn,No
2019-10-23,05,0.69,7,Autumn,No
2019-10-23,06,2.76,8,Autumn,No
2019-10-23,07,0.88,8,Autumn,No
2019-10-23,08,0.54,8,Autumn,No
2019-10-23,09,0.82,8,Autumn,No
2019-10-23,10,0.55,8,Autumn,No
2019-10-23,11,0.52,8,Autumn,No
2019-10-23,12,0.91,8,Autumn,No
2019-10-23,13,0.5,9,Autumn,No
2019-10-23,14,1.27,9,Autumn,No
2019-10-23,15,2.84,9,Autumn,No
2019-10-23,16,2.38,8,Autumn,No
2019-10-23,17,1.5,7,Autumn,No
2019-10-23,18,0.87,6,Autumn,No
2019-10-23,19,1.43,5,Autumn,No
2019-10-23,20,2.28,5,Autumn,No
2019-10-23,21,0.45,7,Autumn,No
2019-10-23,22,0.66,7,Autumn,No
2019-10-23,23,0.33,7,Autumn,No
2019-10-24,00,0.32,7,Autumn,No
2019-10-24,01,0.62,7,Autumn,No
2019-10-24,02,0.32,7,Autumn,No
2019-10-24,03,0.32,6,Autumn,No
2019-10-24,04,0.66,6,Autumn,No
2019-10-24,05,0.32,6,Autumn,No
2019-10-24,06,3.41,7,Autumn,No
2019-10-24,07,2.02,8,Autumn,No
2019-10-24,08,1.17,10,Autumn,No
2019-10-24,09,0.68,10,Autumn,No
2019-10-24,10,0.31,10,Autumn,No
2019-10-24,11,0.33,10,Autumn,No
2019-10-24,12,0.6,9,Autumn,No
2019-10-24,13,0.46,9,Autumn,No
2019-10-24,14,0.31,8,Autumn,No
2019-10-24,15,0.35,8,Autumn,No
2019-10-24,16,1.98,9,Autumn,No
2019-10-24,17,3.89,9,Autumn,No
2019-10-24,18,1.38,8,Autumn,No
2019-10-24,19,1.72,6,Autumn,No
2019-10-24,20,1.18,5,Autumn,No
2019-10-24,21,0.99,5,Autumn,No
2019-10-24,22,0.74,5,Autumn,No
2019-10-24,23,0.45,4,Autumn,No
2019-10-25,00,0.44,3,Autumn,No
2019-10-25,01,0.44,3,Autumn,No
2019-10-25,02,0.38,3,Autumn,No
2019-10-25,03,0.76,3,Autumn,No
2019-10-25,04,0.45,2,Autumn,No
2019-10-25,05,0.4,2,Autumn,No
2019-10-25,06,2.03,2,Autumn,No
2019-10-25,07,1.51,4,Autumn,No
2019-10-25,08,1,6,Autumn,No
2019-10-25,09,1.24,7,Autumn,No
2019-10-25,10,1.19,7,Autumn,No
2019-10-25,11,1.4,8,Autumn,No
2019-10-25,12,0.81,9,Autumn,No
2019-10-25,13,0.53,8,Autumn,No
2019-10-25,14,0.77,8,Autumn,No
2019-10-25,15,1.14,7,Autumn,No
2019-10-25,16,1.22,7,Autumn,No
2019-10-25,17,5.08,5,Autumn,No
2019-10-25,18,10.31,4,Autumn,No
2019-10-25,19,5.19,4,Autumn,No
2019-10-25,20,2.76,5,Autumn,No
2019-10-25,21,1.48,4,Autumn,No
2019-10-25,22,0.87,4,Autumn,No
2019-10-25,23,0.61,5,Autumn,No
2019-10-26,00,0.87,4,Autumn,No
2019-10-26,01,0.6,3,Autumn,No
2019-10-26,02,0.6,3,Autumn,No
2019-10-26,03,0.91,3,Autumn,No
2019-10-26,04,0.72,3,Autumn,No
2019-10-26,05,0.7,3,Autumn,No
2019-10-26,06,0.71,3,Autumn,No
2019-10-26,07,0.94,5,Autumn,No
2019-10-26,08,2.33,7,Autumn,No
2019-10-26,09,2.53,8,Autumn,No
2019-10-26,10,2.71,9,Autumn,No
2019-10-26,11,3.46,9,Autumn,No
2019-10-26,12,3.86,10,Autumn,No
2019-10-26,13,2.81,10,Autumn,No
2019-10-26,14,2.48,10,Autumn,No
2019-10-26,15,1.24,9,Autumn,No
2019-10-26,16,1.3,5,Autumn,No
2019-10-26,17,1.02,3,Autumn,No
2019-10-26,18,1.02,2,Autumn,No
2019-10-26,19,1.28,3,Autumn,No
2019-10-26,20,0.99,2,Autumn,No
2019-10-26,21,0.99,0,Autumn,No
2019-10-26,22,3.84,1,Autumn,No
2019-10-26,23,1.22,1,Autumn,No
2019-10-27,00,0.74,0,Autumn,No
2019-10-27,01,0.75,0,Autumn,No
2019-10-27,02,0.58,-1,Autumn,No
2019-10-27,03,0.89,0,Autumn,No
2019-10-27,04,0.53,1,Autumn,No
2019-10-27,05,0.73,0,Autumn,No
2019-10-27,06,0.94,2,Autumn,No
2019-10-27,07,0.79,4,Autumn,No
2019-10-27,08,1.11,5,Autumn,No
2019-10-27,09,1.07,6,Autumn,No
2019-10-27,10,1.2,6,Autumn,No
2019-10-27,11,1.57,6,Autumn,No
2019-10-27,12,1.22,5,Autumn,No
2019-10-27,13,1.3,4,Autumn,No
2019-10-27,14,1.25,4,Autumn,No
2019-10-27,15,1.44,3,Autumn,No
2019-10-27,16,1.49,3,Autumn,No
2019-10-27,17,3.45,4,Autumn,No
2019-10-27,18,1.8,3,Autumn,No
2019-10-27,19,0.97,3,Autumn,No
2019-10-27,20,2.01,3,Autumn,No
2019-10-27,21,0.95,3,Autumn,No
2019-10-27,22,1.09,3,Autumn,No
2019-10-27,23,0.84,4,Autumn,No
2019-10-28,00,0.58,4,Autumn,No
2019-10-28,01,0.71,4,Autumn,No
2019-10-28,02,0.87,4,Autumn,No
2019-10-28,03,0.55,4,Autumn,No
2019-10-28,04,0.6,4,Autumn,No
2019-10-28,05,0.57,4,Autumn,No
2019-10-28,06,1.95,4,Autumn,No
2019-10-28,07,1.29,5,Autumn,No
2019-10-28,08,0.76,5,Autumn,No
2019-10-28,09,0.4,6,Autumn,No
2019-10-28,10,0.93,6,Autumn,No
2019-10-28,11,0.55,7,Autumn,No
2019-10-28,12,0.63,7,Autumn,No
2019-10-28,13,0.6,7,Autumn,No
2019-10-28,14,1.58,7,Autumn,No
2019-10-28,15,0.86,7,Autumn,No
2019-10-28,16,0.73,7,Autumn,No
2019-10-28,17,1.72,7,Autumn,No
2019-10-28,18,0.58,7,Autumn,No
2019-10-28,19,1.07,7,Autumn,No
2019-10-28,20,2.53,7,Autumn,No
2019-10-28,21,0.97,7,Autumn,No
2019-10-28,22,0.89,8,Autumn,No
2019-10-28,23,0.66,8,Autumn,No
2019-10-29,00,0.8,8,Autumn,No
2019-10-29,01,0.91,8,Autumn,No
2019-10-29,02,0.41,8,Autumn,No
2019-10-29,03,0.68,8,Autumn,No
2019-10-29,04,0.89,8,Autumn,No
2019-10-29,05,0.82,8,Autumn,No
2019-10-29,06,1.72,8,Autumn,No
2019-10-29,07,0.47,8,Autumn,No
2019-10-29,08,1.07,9,Autumn,No
2019-10-29,09,0.5,10,Autumn,No
2019-10-29,10,0.52,11,Autumn,No
2019-10-29,11,0.93,11,Autumn,No
2019-10-29,12,0.43,12,Autumn,No
2019-10-29,13,1.17,12,Autumn,No
2019-10-29,14,4.46,12,Autumn,No
2019-10-29,15,0.83,11,Autumn,No
2019-10-29,16,0.42,11,Autumn,No
2019-10-29,17,3,10,Autumn,No
2019-10-29,18,5.62,10,Autumn,No
2019-10-29,19,2.27,10,Autumn,No
2019-10-29,20,1.22,10,Autumn,No
2019-10-29,21,1.38,10,Autumn,No
2019-10-29,22,3.5,9,Autumn,No
2019-10-29,23,0.53,9,Autumn,No
2019-10-30,00,0.56,9,Autumn,No
2019-10-30,01,0.37,9,Autumn,No
2019-10-30,02,0.63,9,Autumn,No
2019-10-30,03,0.31,10,Autumn,No
2019-10-30,04,0.37,9,Autumn,No
2019-10-30,05,0.32,9,Autumn,No
2019-10-30,06,2.57,10,Autumn,No
2019-10-30,07,0.96,11,Autumn,No
2019-10-30,08,0.36,12,Autumn,No
2019-10-30,09,0.6,12,Autumn,No
2019-10-30,10,0.34,12,Autumn,No
2019-10-30,11,0.35,14,Autumn,No
2019-10-30,12,0.61,14,Autumn,No
2019-10-30,13,0.34,13,Autumn,No
2019-10-30,14,0.4,12,Autumn,No
2019-10-30,15,0.54,11,Autumn,No
2019-10-30,16,0.76,11,Autumn,No
2019-10-30,17,0.45,10,Autumn,No
2019-10-30,18,1.07,10,Autumn,No
2019-10-30,19,1.99,10,Autumn,No
2019-10-30,20,2.12,8,Autumn,No
2019-10-30,21,1.18,8,Autumn,No
2019-10-30,22,0.31,7,Autumn,No
2019-10-30,23,0.7,6,Autumn,No
2019-10-31,00,0.36,6,Autumn,No
2019-10-31,01,0.3,6,Autumn,No
2019-10-31,02,0.63,7,Autumn,No
2019-10-31,03,0.37,6,Autumn,No
2019-10-31,04,0.37,6,Autumn,No
2019-10-31,05,0.5,6,Autumn,No
2019-10-31,06,2.07,6,Autumn,No
2019-10-31,07,0.93,6,Autumn,No
2019-10-31,08,0.74,6,Autumn,No
2019-10-31,09,0.76,6,Autumn,No
2019-10-31,10,0.78,6,Autumn,No
2019-10-31,11,0.33,6,Autumn,No
2019-10-31,12,0.66,6,Autumn,No
2019-10-31,13,0.31,6,Autumn,No
2019-10-31,14,0.85,6,Autumn,No
2019-10-31,15,0.81,6,Autumn,No
2019-10-31,16,0.64,6,Autumn,No
2019-10-31,17,0.76,6,Autumn,No
2019-10-31,18,1.1,6,Autumn,No
2019-10-31,19,1.12,6,Autumn,No
2019-10-31,20,2.59,5,Autumn,No
2019-10-31,21,0.9,6,Autumn,No
2019-10-31,22,0.93,6,Autumn,No
2019-10-31,23,0.51,6,Autumn,No
2019-11-01,00,0.98,6,Autumn,No
2019-11-01,01,0.68,6,Autumn,No
2019-11-01,02,0.69,6,Autumn,No
2019-11-01,03,0.77,5,Autumn,No
2019-11-01,04,1.02,5,Autumn,No
2019-11-01,05,0.69,5,Autumn,No
2019-11-01,06,1.83,7,Autumn,No
2019-11-01,07,0.94,7,Autumn,No
2019-11-01,08,0.64,7,Autumn,No
2019-11-01,09,0.66,5,Autumn,No
2019-11-01,10,1.03,5,Autumn,No
2019-11-01,11,0.76,5,Autumn,No
2019-11-01,12,0.68,4,Autumn,No
2019-11-01,13,1.07,4,Autumn,No
2019-11-01,14,0.79,4,Autumn,No
2019-11-01,15,0.81,4,Autumn,No
2019-11-01,16,1.7,4,Autumn,No
2019-11-01,17,3.17,3,Autumn,No
2019-11-01,18,2.26,3,Autumn,No
2019-11-01,19,3.61,3,Autumn,No
2019-11-01,20,4.13,3,Autumn,No
2019-11-01,21,3.02,3,Autumn,No
2019-11-01,22,0.95,2,Autumn,No
2019-11-01,23,0.82,2,Autumn,No
2019-11-02,00,0.45,1,Autumn,No
2019-11-02,01,0.4,1,Autumn,No
2019-11-02,02,0.44,1,Autumn,No
2019-11-02,03,1.02,1,Autumn,No
2019-11-02,04,0.68,0,Autumn,No
2019-11-02,05,0.72,0,Autumn,No
2019-11-02,06,0.96,1,Autumn,No
2019-11-02,07,0.91,1,Autumn,No
2019-11-02,08,1.97,1,Autumn,No
2019-11-02,09,1.45,2,Autumn,No
2019-11-02,10,1.4,2,Autumn,No
2019-11-02,11,2.7,3,Autumn,No
2019-11-02,12,2.24,3,Autumn,No
2019-11-02,13,1.92,4,Autumn,No
2019-11-02,14,1.92,3,Autumn,No
2019-11-02,15,0.73,3,Autumn,No
2019-11-02,16,0.96,3,Autumn,No
2019-11-02,17,0,2,Autumn,No
2019-11-02,18,1.71,2,Autumn,No
2019-11-02,19,2.2,1,Autumn,No
2019-11-02,20,1.12,0,Autumn,No
2019-11-02,21,1.82,1,Autumn,No
2019-11-02,22,0.71,0,Autumn,No
2019-11-02,23,0.73,0,Autumn,No
2019-11-03,00,1.91,0,Autumn,No
2019-11-03,01,1.5,1,Autumn,No
2019-11-03,02,0.27,0,Autumn,No
2019-11-03,03,0.33,0,Autumn,No
2019-11-03,04,0.58,0,Autumn,No
2019-11-03,05,0.33,0,Autumn,No
2019-11-03,06,0.34,0,Autumn,No
2019-11-03,07,0.95,1,Autumn,No
2019-11-03,08,1.09,3,Autumn,No
2019-11-03,09,2.22,3,Autumn,No
2019-11-03,10,0.6,4,Autumn,No
2019-11-03,11,0.88,5,Autumn,No
2019-11-03,12,0.72,5,Autumn,No
2019-11-03,13,0.94,5,Autumn,No
2019-11-03,14,1.83,5,Autumn,No
2019-11-03,15,2.4,3,Autumn,No
2019-11-03,16,4.51,2,Autumn,No
2019-11-03,17,6.96,3,Autumn,No
2019-11-03,18,5.13,3,Autumn,No
2019-11-03,19,1.56,2,Autumn,No
2019-11-03,20,1.78,2,Autumn,No
2019-11-03,21,0.78,2,Autumn,No
2019-11-03,22,0.4,0,Autumn,No
2019-11-03,23,0.37,0,Autumn,No
2019-11-04,00,0.63,0,Autumn,No
2019-11-04,01,0.36,1,Autumn,No
2019-11-04,02,0.3,0,Autumn,No
2019-11-04,03,0.53,0,Autumn,No
2019-11-04,04,0.4,-1,Autumn,No
2019-11-04,05,0.71,-2,Autumn,No
2019-11-04,06,3.04,-2,Autumn,No
2019-11-04,07,1.3,0,Autumn,No
2019-11-04,08,0,2,Autumn,No
2019-11-04,09,0,2,Autumn,No
2019-11-04,10,0,3,Autumn,No
2019-11-04,11,0.26,4,Autumn,No
2019-11-04,12,0.76,5,Autumn,No
2019-11-04,13,0.52,5,Autumn,No
2019-11-04,14,1.35,5,Autumn,No
2019-11-04,15,1.02,5,Autumn,No
2019-11-04,16,1.48,4,Autumn,No
2019-11-04,17,3.23,4,Autumn,No
2019-11-04,18,2.13,4,Autumn,No
2019-11-04,19,1.29,4,Autumn,No
2019-11-04,20,1.06,4,Autumn,No
2019-11-04,21,1.14,4,Autumn,No
2019-11-04,22,0.93,4,Autumn,No
2019-11-04,23,0.42,3,Autumn,No
2019-11-05,00,0.46,4,Autumn,No
2019-11-05,01,0.49,4,Autumn,No
2019-11-05,02,0.64,3,Autumn,No
2019-11-05,03,0.46,5,Autumn,No
2019-11-05,04,0.4,6,Autumn,No
2019-11-05,05,1.64,5,Autumn,No
2019-11-05,06,1.99,5,Autumn,No
2019-11-05,07,0.54,5,Autumn,No
2019-11-05,08,0.78,5,Autumn,No
2019-11-05,09,0.5,6,Autumn,No
2019-11-05,10,0.66,6,Autumn,No
2019-11-05,11,0.9,6,Autumn,No
2019-11-05,12,0.61,7,Autumn,No
2019-11-05,13,0.62,7,Autumn,No
2019-11-05,14,0.65,7,Autumn,No
2019-11-05,15,1.13,7,Autumn,No
2019-11-05,16,1.92,7,Autumn,No
2019-11-05,17,6.05,7,Autumn,No
2019-11-05,18,4.92,6,Autumn,No
2019-11-05,19,4.22,6,Autumn,No
2019-11-05,20,1.78,6,Autumn,No
2019-11-05,21,3.66,6,Autumn,No
2019-11-05,22,0.92,4,Autumn,No
2019-11-05,23,0.34,3,Autumn,No
2019-11-06,00,0.56,3,Autumn,No
2019-11-06,01,0.34,2,Autumn,No
2019-11-06,02,0.29,1,Autumn,No
2019-11-06,03,0.6,1,Autumn,No
2019-11-06,04,0.33,1,Autumn,No
2019-11-06,05,0.32,1,Autumn,No
2019-11-06,06,3.29,1,Autumn,No
2019-11-06,07,1.62,1,Autumn,No
2019-11-06,08,1.6,1,Autumn,No
2019-11-06,09,1.15,2,Autumn,No
2019-11-06,10,1.2,3,Autumn,No
2019-11-06,11,1.52,3,Autumn,No
2019-11-06,12,1.33,2,Autumn,No
2019-11-06,13,1.5,2,Autumn,No
2019-11-06,14,1.78,2,Autumn,No
2019-11-06,15,1.86,1,Autumn,No
2019-11-06,16,2.31,-1,Autumn,No
2019-11-06,17,2.17,-3,Autumn,No
2019-11-06,18,1.79,-2,Autumn,No
2019-11-06,19,1.82,-2,Autumn,No
2019-11-06,20,1.06,-2,Autumn,No
2019-11-06,21,0.96,-1,Autumn,No
2019-11-06,22,0.6,0,Autumn,No
2019-11-06,23,0.56,-1,Autumn,No
2019-11-07,00,0.91,-1,Autumn,No
2019-11-07,01,0.53,-1,Autumn,No
2019-11-07,02,0.7,-1,Autumn,No
2019-11-07,03,1.14,0,Autumn,No
2019-11-07,04,1.23,0,Autumn,No
2019-11-07,05,0.85,0,Autumn,No
2019-11-07,06,3.23,0,Autumn,No
2019-11-07,07,1.46,0,Autumn,No
2019-11-07,08,1.4,0,Autumn,No
2019-11-07,09,0.84,0,Autumn,No
2019-11-07,10,1.15,0,Autumn,No
2019-11-07,11,0.86,0,Autumn,No
2019-11-07,12,0.84,0,Autumn,No
2019-11-07,13,1.18,0,Autumn,No
2019-11-07,14,0.76,1,Autumn,No
2019-11-07,15,1.66,-1,Autumn,No
2019-11-07,16,2.49,-1,Autumn,No
2019-11-07,17,2.13,-1,Autumn,No
2019-11-07,18,2.94,-2,Autumn,No
2019-11-07,19,2.3,-3,Autumn,No
2019-11-07,20,2.26,-3,Autumn,No
2019-11-07,21,0.94,-4,Autumn,No
2019-11-07,22,0.4,-4,Autumn,No
2019-11-07,23,0.42,-4,Autumn,No
2019-11-08,00,0.72,-4,Autumn,No
2019-11-08,01,0.5,-4,Autumn,No
2019-11-08,02,0.55,-5,Autumn,No
2019-11-08,03,0.97,-5,Autumn,No
2019-11-08,04,0.93,-5,Autumn,No
2019-11-08,05,2.44,-5,Autumn,No
2019-11-08,06,1.53,-6,Autumn,No
2019-11-08,07,1.85,-5,Autumn,No
2019-11-08,08,1.07,-3,Autumn,No
2019-11-08,09,1.59,-3,Autumn,No
2019-11-08,10,1.75,-2,Autumn,No
2019-11-08,11,4.51,-2,Autumn,No
2019-11-08,12,1.3,-2,Autumn,No
2019-11-08,13,1.02,-2,Autumn,No
2019-11-08,14,1.59,-2,Autumn,No
2019-11-08,15,0.88,-3,Autumn,No
2019-11-08,16,1.05,-4,Autumn,No
2019-11-08,17,1.03,-4,Autumn,No
2019-11-08,18,2.41,-5,Autumn,No
2019-11-08,19,0.8,-6,Autumn,No
2019-11-08,20,1.44,-5,Autumn,No
2019-11-08,21,1.83,-6,Autumn,No
2019-11-08,22,2.66,-7,Autumn,No
2019-11-08,23,1.09,-7,Autumn,No
2019-11-09,00,0.63,-7,Autumn,No
2019-11-09,01,0.98,-8,Autumn,No
2019-11-09,02,1.53,-8,Autumn,No
2019-11-09,03,1.84,-9,Autumn,No
2019-11-09,04,1.97,-8,Autumn,No
2019-11-09,05,1.92,-8,Autumn,No
2019-11-09,06,1.53,-7,Autumn,No
2019-11-09,07,1.04,-6,Autumn,No
2019-11-09,08,1.81,-6,Autumn,No
2019-11-09,09,0.96,-5,Autumn,No
2019-11-09,10,1.71,-4,Autumn,No
2019-11-09,11,1.12,-3,Autumn,No
2019-11-09,12,1.26,-3,Autumn,No
2019-11-09,13,1.82,-3,Autumn,No
2019-11-09,14,1.94,-2,Autumn,No
2019-11-09,15,1.74,-2,Autumn,No
2019-11-09,16,1.47,-1,Autumn,No
2019-11-09,17,1.51,-1,Autumn,No
2019-11-09,18,1.94,-1,Autumn,No
2019-11-09,19,1.79,-1,Autumn,No
2019-11-09,20,1.46,-2,Autumn,No
2019-11-09,21,0.91,-2,Autumn,No
2019-11-09,22,0.73,0,Autumn,No
2019-11-09,23,0.89,0,Autumn,No
2019-11-10,00,1.27,0,Autumn,No
2019-11-10,01,1,0,Autumn,No
2019-11-10,02,1.03,1,Autumn,No
2019-11-10,03,0.97,1,Autumn,No
2019-11-10,04,1.16,1,Autumn,No
2019-11-10,05,1.18,1,Autumn,No
2019-11-10,06,0.99,1,Autumn,No
2019-11-10,07,1.49,2,Autumn,No
2019-11-10,08,1.3,2,Autumn,No
2019-11-10,09,2.22,2,Autumn,No
2019-11-10,10,1.43,2,Autumn,No
2019-11-10,11,1.27,1,Autumn,No
2019-11-10,12,3.2,0,Autumn,No
2019-11-10,13,1.25,0,Autumn,No
2019-11-10,14,1.43,0,Autumn,No
2019-11-10,15,1.47,1,Autumn,No
2019-11-10,16,1.36,3,Autumn,No
2019-11-10,17,1.55,3,Autumn,No
2019-11-10,18,1.37,1,Autumn,No
2019-11-10,19,1.66,1,Autumn,No
2019-11-10,20,1.27,-1,Autumn,No
2019-11-10,21,1.04,-2,Autumn,No
2019-11-10,22,0.55,-3,Autumn,No
